"","iliad.txt","odyssey.txt"
"caress",0,2
"cargo",0,3
"carp",0,1
"carpent",0,4
"carver",0,4
"caseharden",0,1
"cask",0,2
"cattlelift",0,2
"cauconian",0,1
"caughtnot",0,1
"cavalca",0,1
"cavalier",0,1
"caveso",0,1
"cavethi",0,1
"cedar",0,2
"central",0,1
"centrepiec",0,1
"centrepost",0,1
"cephallenian",0,4
"cerebr",0,2
"certainti",0,2
"certifi",0,1
"ceteian",0,1
"chafe",0,1
"chainsand",0,1
"chalic",0,1
"chamoi",0,1
"champ",0,1
"char",0,1
"charlatan",0,1
"charybdi",0,15
"chattel",0,2
"chaunt",0,1
"cheap",0,1
"cheaper",0,1
"cheekseven",0,1
"cheeserack",0,1
"chew",0,1
"chicken",0,1
"chimney",0,1
"chivalri",0,1
"chlori",0,1
"chop",0,5
"christianis",0,1
"chrysostom",0,1
"chuckl",0,1
"cicon",0,8
"cimmerian",0,1
"circumnavig",0,1
"citieswho",0,1
"clansmen",0,1
"classesth",0,1
"clean",0,31
"cleitus",0,2
"climax",0,1
"cloak",0,59
"clock",0,1
"cloister",0,63
"clothesa",0,1
"clout",0,1
"club",0,4
"clutch",0,2
"clymenus",0,1
"clytoneus",0,2
"cnossus",0,1
"coastand",0,1
"coat",0,1
"cobweb",0,2
"cocytus",0,1
"coher",0,1
"coincid",0,2
"colleg",0,1
"colonis",0,3
"coloss",0,1
"comefor",0,1
"comma",0,1
"comment",0,1
"compatriot",0,1
"competit",0,1
"competitor",0,1
"complexion",0,1
"compunct",0,1
"comradefor",0,1
"congratul",0,3
"conscienc",0,1
"consciencestricken",0,1
"considerationcould",0,1
"context",0,1
"contin",0,3
"convoy",0,1
"cook",0,25
"cormor",0,1
"corner",0,5
"cornic",0,1
"correctedno",0,1
"corvi",0,2
"couldthat",0,1
"councillor",0,9
"councilminerva",0,1
"countryfarm",0,1
"coupl",0,9
"coursefor",0,1
"courtyard",0,5
"coven",0,2
"coxswain",0,1
"cozzo",0,1
"craft",0,2
"crafti",0,3
"craftili",0,1
"crataii",0,1
"crawl",0,1
"craze",0,1
"crept",0,3
"cretheus",0,2
"crier",0,1
"cripplebut",0,1
"cronid",0,1
"crooktalon",0,1
"crossbeam",0,1
"crossgart",0,1
"crosspiec",0,2
"crouch",0,3
"crouni",0,1
"crow",0,1
"crunch",0,2
"cruse",0,2
"ctesippus",0,4
"ctesius",0,1
"ctimen",0,2
"cudgel",0,1
"cupbear",0,5
"curdl",0,1
"currenc",0,1
"curvet",0,1
"cusumano",0,1
"cusumanoth",0,1
"cyclop",0,36
"cydonian",0,1
"cypresswood",0,1
"cyprus",0,5
"cythera",0,1
"dactyl",0,2
"dairi",0,1
"dam",0,1
"damask",0,1
"damastor",0,3
"danaan",0,10
"dangereven",0,1
"dardanell",0,1
"dawdl",0,1
"daybreak",0,10
"dayguest",0,1
"daylight",0,2
"dearth",0,1
"deathlik",0,1
"deathwho",0,1
"decemb",0,1
"decenc",0,1
"declaredi",0,1
"defici",0,1
"dei",0,2
"delect",0,3
"demodocuss",0,2
"demonstr",0,2
"demoptolemus",0,2
"depreci",0,1
"desirehusband",0,1
"destructioncom",0,1
"devil",0,2
"devis",0,1
"dianath",0,1
"didym",0,1
"diffali",0,1
"diffid",0,1
"dig",0,3
"dinectesippus",0,1
"dinnerfor",0,1
"diocl",0,3
"diplomaci",0,1
"dirg",0,1
"dirti",0,6
"disc",0,6
"discomfit",0,1
"discredit",0,1
"discthrow",0,1
"disgust",0,1
"dish",0,1
"disloy",0,1
"disobey",0,3
"disord",0,1
"disparag",0,1
"disport",0,1
"disreput",0,1
"dissip",0,1
"distaff",0,5
"dmetor",0,1
"dogfish",0,1
"doi",0,1
"dolius",0,13
"doliuss",0,1
"donald",0,1
"donatello",0,1
"donkey",0,1
"dont",0,1
"doorfor",0,1
"doorway",0,10
"doubtfulcf",0,1
"doughti",0,3
"downstair",0,1
"dowri",0,1
"dozen",0,8
"dragoman",0,1
"dreamland",0,1
"drepanum",0,1
"dresser",0,1
"drinkoff",0,24
"drowsi",0,1
"drub",0,1
"drug",0,11
"drunkard",0,1
"drunken",0,3
"dryrot",0,1
"duct",0,2
"dug",0,4
"duli",0,2
"dun",0,1
"dymass",0,1
"eaglebeak",0,1
"earshot",0,2
"earthencircl",0,2
"easygo",0,1
"eatand",0,1
"eaten",0,17
"ebb",0,2
"echeneus",0,3
"echephron",0,2
"echetus",0,3
"eclips",0,1
"edgeway",0,2
"editor",0,3
"elatreus",0,2
"elpenor",0,4
"elsewher",0,14
"elsewhith",0,2
"elysian",0,1
"elysium",0,1
"embolden",0,1
"embroid",0,1
"emphasis",0,1
"enamel",0,1
"enamour",0,2
"enchantress",0,1
"encirclest",0,1
"endeavor",0,1
"enforc",0,1
"enipeus",0,1
"enquir",0,1
"enshroud",0,1
"enthral",0,2
"entitl",0,1
"envelop",0,2
"eperitus",0,1
"ephyra",0,2
"epicast",0,2
"epitomis",0,1
"equit",0,8
"erebus",0,3
"erebusbrid",0,1
"erechtheus",0,1
"erembian",0,1
"eretmeus",0,1
"erini",0,1
"eriny",0,2
"eriphyl",0,1
"errand",0,5
"erymanthus",0,1
"eryx",0,7
"esconc",0,1
"escort",0,23
"estat",0,27
"etc",0,14
"eteocretan",0,1
"eteoneus",0,5
"etna",0,1
"euanth",0,1
"eufemia",0,1
"eumaeus",0,79
"eumaeuss",0,3
"eupeith",0,7
"euryad",0,1
"euryclea",0,45
"eurydama",0,1
"eurydamass",0,1
"eurydic",0,1
"eurylochus",0,13
"eurymachus",0,29
"eurymus",0,1
"eurynomus",0,2
"euryt",0,1
"evenor",0,2
"eventu",0,1
"everliv",0,1
"evermor",0,1
"everybodi",0,6
"everyon",0,2
"everythinga",0,1
"excav",0,1
"exig",0,1
"explanatori",0,1
"expound",0,1
"extermin",0,1
"extra",0,1
"extraordinarili",0,1
"eyesand",0,1
"eyesight",0,1
"faintheart",0,1
"famill",0,1
"familyfor",0,1
"famish",0,1
"fashion",0,6
"fatherfor",0,1
"fatherinlawwhich",0,1
"fathom",0,3
"fatuous",0,1
"favognana",0,4
"februari",0,1
"feckless",0,2
"feign",0,1
"fellowcitizen",0,1
"fellowshow",0,1
"fellowso",0,1
"fellowstud",0,1
"feminin",0,1
"fest",0,1
"festoon",0,1
"fictionit",0,1
"fiftytwo",0,2
"filthi",0,2
"finelook",0,1
"finer",0,4
"firebrand",0,1
"fireeat",0,1
"firelight",0,1
"firese",0,1
"firesid",0,1
"firewood",0,7
"fishfag",0,1
"fishi",0,1
"fishlik",0,1
"fist",0,1
"fiveprong",0,1
"flaw",0,2
"flay",0,6
"fledg",0,1
"foggi",0,2
"folk",0,3
"fontana",0,1
"foothold",0,1
"fore",0,2
"forecourt",0,2
"foreland",0,2
"forenoon",0,1
"foresaw",0,1
"forestay",0,3
"foresworn",0,1
"foretold",0,2
"forewarn",0,2
"forgav",0,1
"forgo",0,2
"formich",0,1
"fortress",0,3
"fortunetel",0,1
"foulmouth",0,1
"fourwheel",0,1
"frag",0,1
"freeboot",0,1
"freemen",0,1
"freshrisen",0,1
"friendsfor",0,1
"frighten",0,9
"frisk",0,1
"fromfor",0,1
"frosti",0,1
"froud",0,1
"fuddl",0,1
"fuller",0,1
"fullerhand",0,1
"fullgrown",0,1
"funni",0,1
"furl",0,2
"furthermor",0,10
"furthest",0,2
"gadfli",0,1
"gaia",0,2
"gainsay",0,2
"gardenerwhat",0,1
"gash",0,1
"gatehous",0,11
"gateway",0,7
"gear",0,6
"geographi",0,1
"geraestus",0,1
"geren",0,1
"gewgaw",0,1
"giannitrapani",0,1
"giantess",0,1
"gibber",0,1
"gibe",0,7
"giggl",0,1
"giver",0,4
"gladlyalcin",0,1
"glisten",0,2
"glorifi",0,2
"goatskin",0,2
"gobbet",0,1
"gobbl",0,1
"gobletwhich",0,1
"godand",0,1
"godcould",0,1
"goddesss",0,1
"godfear",0,1
"godsgath",0,1
"goldenthron",0,1
"goldof",0,1
"goldsmith",0,2
"goodhumour",0,1
"goos",0,2
"gortyn",0,1
"gossam",0,2
"gossip",0,3
"graft",0,1
"grandfath",0,1
"grandmoth",0,1
"grape",0,8
"greas",0,1
"greekspeak",0,2
"grewald",0,1
"greyey",0,2
"gridiron",0,1
"griffith",0,1
"grill",0,2
"grillth",0,1
"grimthorp",0,3
"grip",0,3
"groov",0,1
"grope",0,1
"grossli",0,1
"grotta",0,1
"groundparch",0,1
"groundplan",0,1
"growl",0,3
"growth",0,1
"gruesom",0,1
"grunt",0,1
"guestmi",0,1
"guestshow",0,1
"guild",0,3
"guilelessh",0,1
"gull",0,1
"gunwal",0,1
"gut",0,2
"gutenbergtm",0,57
"gyra",0,2
"hack",0,1
"hadesulyss",0,1
"halfembark",0,1
"halio",0,1
"halithers",0,5
"halloaballoo",0,1
"hampton",0,1
"handa",0,1
"handan",0,2
"handi",0,1
"handiwork",0,1
"handlehol",0,1
"handnot",0,2
"handsomest",0,2
"handwif",0,1
"hanker",0,1
"hapli",0,2
"happili",0,2
"harder",0,4
"hardest",0,2
"harsh",0,1
"hash",0,1
"hatch",0,7
"hatchet",0,1
"haven",0,4
"hawk",0,3
"hawser",0,9
"headfor",0,1
"headland",0,8
"headlin",0,2
"headpear",0,1
"healer",0,2
"heartdo",0,1
"hearth",0,10
"heartili",0,5
"heartswast",0,1
"heartth",0,1
"heaveneumaeus",0,1
"heavenf",0,2
"heavens",0,2
"heaventaught",0,1
"heavili",0,10
"hegoat",0,1
"heinous",0,1
"helio",0,1
"hellhoundfor",0,1
"helmsman",0,3
"hem",0,2
"henceforward",0,6
"henchmen",0,1
"henri",0,1
"hereabout",0,2
"heretofor",0,2
"hermion",0,5
"hermuch",0,1
"herselffor",0,1
"heyday",0,2
"highhand",0,3
"hima",0,1
"himbut",0,1
"himhi",0,1
"himif",0,2
"himon",0,2
"himselffor",0,1
"himth",0,1
"hinder",0,5
"hippota",0,1
"hire",0,1
"hissarlik",0,1
"hit",0,23
"hobbl",0,1
"hoe",0,1
"hog",0,1
"hogget",0,1
"hole",0,12
"homemor",0,1
"homerani",0,1
"homestead",0,4
"homeward",0,11
"honesti",0,4
"hook",0,4
"hoot",0,1
"horrifi",0,1
"horseback",0,1
"horsegrasp",0,1
"horsesfor",0,1
"hotchpot",0,1
"houseeg",0,1
"housekeep",0,5
"housemaid",0,1
"houseneith",0,1
"housetop",0,1
"howbeit",0,1
"hueandcri",0,1
"hug",0,2
"hulk",0,1
"hum",0,1
"hunch",0,2
"hurdl",0,1
"hurrican",0,6
"hurryskurri",0,1
"husbandear",0,1
"hussi",0,3
"hylax",0,1
"hypereia",0,1
"iardanus",0,1
"iasian",0,1
"iasion",0,2
"icarius",0,10
"icmalius",0,1
"ident",0,3
"idiot",0,2
"idothea",0,1
"iiv",0,1
"ilead",0,1
"ilithuia",0,1
"ilius",0,3
"illbehav",0,1
"illjudg",0,1
"illnatur",0,1
"illomen",0,2
"illstar",0,2
"illtreat",0,7
"immoder",0,2
"immortalsth",0,1
"imperish",0,2
"importun",0,4
"imposit",0,1
"impugn",0,1
"impun",0,1
"inadvert",0,1
"inasmuch",0,5
"incompet",0,1
"inconceiv",0,1
"inconveni",0,1
"incorrig",0,1
"index",0,1
"indisput",0,1
"indomit",0,1
"indoor",0,1
"inexperienc",0,1
"inextinguish",0,1
"infin",0,1
"infuri",0,1
"iniqu",0,1
"initi",0,4
"inland",0,5
"inlet",0,1
"innermost",0,1
"instructionsi",0,1
"insurrect",0,1
"intendedbut",0,1
"intercal",0,2
"interced",0,1
"intermiss",0,1
"interven",0,1
"intrigu",0,1
"invalu",0,1
"invari",0,1
"invinc",0,1
"ionian",0,1
"iphicl",0,2
"iphimedeia",0,1
"iphitus",0,5
"iphthim",0,1
"ironand",0,1
"irrepress",0,1
"irrig",0,2
"irrit",0,1
"irus",0,13
"irusulyss",0,1
"islandsdulichium",0,1
"islandse",0,1
"islandsmarettimo",0,1
"ismarus",0,2
"isola",0,1
"itand",0,1
"iteven",0,1
"itfor",0,2
"ithacaon",0,1
"ithacaspeech",0,1
"ithacath",0,1
"itit",0,1
"itpoor",0,1
"itse",0,1
"itth",0,1
"itw",0,1
"itylus",0,1
"ivywood",0,3
"ixxii",0,2
"jailor",0,1
"januari",0,2
"jeer",0,4
"jelli",0,1
"jim",0,2
"johnian",0,1
"joke",0,1
"jone",0,1
"journeyfor",0,1
"judgement",0,6
"juici",0,2
"jumper",0,1
"juryman",0,1
"jut",0,6
"jute",0,1
"jutland",0,2
"keensight",0,1
"keepsak",0,3
"kidney",0,1
"kin",0,3
"kindlynatur",0,1
"kinsmen",0,2
"knead",0,2
"lacedaemonh",0,1
"lacedaemoniphitus",0,1
"lack",0,1
"laerceus",0,1
"laertesth",0,1
"laestrygon",0,1
"laestrygonian",0,6
"lain",0,2
"lamentationw",0,1
"lamentcal",0,1
"lampeti",0,2
"lamustelepylus",0,1
"landlock",0,1
"lang",0,6
"laps",0,1
"lard",0,2
"lateset",0,1
"layer",0,2
"leaf",0,1
"leanto",0,1
"learnt",0,1
"leda",0,1
"legaci",0,1
"legpenelop",0,1
"leiocritus",0,1
"leiod",0,4
"leipsic",0,1
"leisur",0,1
"lengthway",0,1
"leto",0,3
"leuca",0,1
"leucothea",0,1
"levanzo",0,2
"lever",0,1
"levi",0,1
"lexicon",0,1
"liber",0,2
"libya",0,5
"likelihood",0,1
"likemind",0,1
"lilybaean",0,1
"limbo",0,1
"limp",0,2
"lintel",0,1
"lionheart",0,2
"lipari",0,2
"liquor",0,3
"litter",0,1
"livelong",0,7
"livenor",0,1
"livesa",0,1
"livingof",0,1
"loaf",0,1
"loath",0,3
"loav",0,1
"localis",0,1
"log",0,1
"loin",0,3
"longest",0,3
"longestg",0,1
"longman",0,1
"longsuff",0,1
"lookerson",0,1
"lookout",0,1
"lotophagi",0,1
"lotus",0,5
"lotuseat",0,4
"lout",0,1
"loveli",0,1
"luck",0,12
"lucki",0,1
"luckili",0,1
"lump",0,1
"lure",0,1
"luscious",0,3
"lusti",0,1
"lustili",0,1
"madden",0,1
"madman",0,1
"madonna",0,2
"magician",0,3
"magistr",0,2
"magnat",0,1
"maida",0,1
"maidserv",0,4
"mainland",0,11
"mainlandth",0,1
"malconsiglioth",0,1
"male",0,7
"malean",0,1
"malizia",0,1
"malmesburi",0,1
"maltreat",0,1
"manhood",0,2
"manserv",0,2
"mantius",0,2
"manur",0,2
"marathon",0,2
"marettimo",0,3
"market",0,1
"maron",0,1
"massacr",0,1
"mastor",0,1
"matrimoni",0,1
"maythat",0,1
"mea",0,1
"meadowsweet",0,1
"mealabout",0,1
"meatbasket",0,1
"mediterranean",0,2
"meetulyss",0,1
"mefor",0,1
"megapenth",0,10
"megara",0,1
"mei",0,2
"melampus",0,3
"melaneus",0,1
"melanthiush",0,1
"melantho",0,3
"melodrama",0,1
"memak",0,1
"memnon",0,1
"menal",0,1
"mend",0,2
"menelausfor",0,1
"menelauss",0,2
"menserv",0,1
"menwel",0,1
"meotherwis",0,1
"merchandis",0,2
"mercuryhonour",0,1
"merg",0,2
"merman",0,2
"mermerus",0,1
"merri",0,5
"mesaulius",0,2
"mesh",0,1
"messen",0,1
"messenian",0,1
"messina",0,3
"messmat",0,1
"messr",0,4
"methought",0,1
"midday",0,1
"midocean",0,2
"mill",0,2
"millerwoman",0,1
"millerwomen",0,1
"mima",0,1
"mimick",0,1
"minervaand",0,1
"minervam",0,1
"minstrel",0,3
"minstrelsi",0,1
"minyan",0,1
"misadventur",0,4
"misbehav",0,1
"misconduct",0,5
"miscreant",0,1
"misgav",0,1
"mishap",0,1
"misprint",0,1
"missionari",0,1
"mistrust",0,1
"mixingbowl",0,7
"mixingjug",0,1
"moli",0,1
"moneyan",0,1
"moodi",0,1
"moodili",0,2
"more",0,1
"morninglay",0,1
"motherbut",0,1
"motherthric",0,1
"motherto",0,1
"motya",0,1
"mud",0,1
"munch",0,2
"murderess",0,1
"mutil",0,1
"muzzl",0,1
"naked",0,1
"namewhi",0,1
"naubolus",0,1
"naughti",0,1
"nausith",0,5
"nauteus",0,1
"neaera",0,1
"nearer",0,1
"necklac",0,2
"neco",0,1
"needlewomanno",0,1
"needlework",0,6
"neighbourhood",0,3
"nericum",0,1
"neritum",0,5
"nestsowl",0,1
"nevertheless",0,36
"newli",0,1
"niggard",0,2
"nightfal",0,1
"nightingal",0,1
"nimblest",0,1
"nippl",0,1
"nisus",0,3
"nobleman",0,1
"nogood",0,1
"noiseless",0,1
"noman",0,7
"nonappear",0,1
"noos",0,3
"normal",0,2
"nosti",0,1
"notch",0,1
"notori",0,2
"nowmay",0,1
"nudg",0,1
"numberless",0,2
"oaken",0,1
"oakshoot",0,1
"oarsmen",0,2
"oat",0,2
"oblong",0,1
"occasionyou",0,1
"oceanusfor",0,1
"octob",0,1
"ocyalus",0,1
"odyssean",0,17
"oechalianmen",0,1
"oedipod",0,1
"offspringand",0,1
"ogr",0,1
"ogygian",0,7
"oicleus",0,2
"ointment",0,2
"olivewood",0,1
"oncefor",0,1
"oneeven",0,1
"onei",0,1
"onenot",0,1
"oneon",0,1
"oneth",0,1
"onion",0,1
"onlythat",0,1
"onwhich",0,1
"orchard",0,1
"orsi",0,1
"ortilochus",0,3
"ortygia",0,4
"ossa",0,2
"oust",0,1
"outbuild",0,1
"outcri",0,1
"outdoor",0,1
"outer",0,37
"outlaw",0,1
"outliv",0,1
"outrag",0,2
"outright",0,5
"overarch",0,2
"overhear",0,1
"overheard",0,3
"overlap",0,1
"overr",0,1
"overran",0,1
"oversatur",0,1
"overshadow",0,1
"overturn",0,1
"owna",0,1
"oxhid",0,3
"oxthong",0,1
"padua",0,2
"paeeon",0,1
"painless",0,3
"pandareus",0,3
"panicstricken",0,1
"panopeus",0,1
"pantano",0,1
"pantellaria",0,2
"papa",0,1
"papho",0,1
"partaken",0,1
"passer",0,1
"pat",0,1
"patho",0,1
"patrocluswhich",0,1
"pave",0,2
"peak",0,1
"pedest",0,1
"peg",0,5
"peirith",0,2
"peleponnes",0,1
"peleusdo",0,1
"peloponnes",0,2
"pelt",0,1
"penelop",0,112
"penelopeeuryclea",0,1
"peoplebrood",0,1
"peoplegad",0,1
"perch",0,1
"perforc",0,1
"periboea",0,2
"periclymenus",0,1
"perimed",0,2
"periplus",0,1
"pero",0,1
"pers",0,1
"persecut",0,1
"personfor",0,1
"pester",0,4
"phaeacian",0,65
"phaeaciansa",0,1
"phaedimus",0,2
"phaedra",0,1
"phaethon",0,1
"phaethusa",0,1
"pharosit",0,1
"phase",0,1
"pheae",0,1
"pheidon",0,4
"phere",0,1
"philoetius",0,14
"philomeleid",0,2
"phoca",0,1
"phocaean",0,2
"phoenicia",0,3
"phoenician",0,7
"photo",0,1
"phronius",0,2
"phronti",0,1
"phylo",0,2
"pick",0,19
"picnic",0,1
"pigshead",0,1
"pigsty",0,4
"pin",0,2
"pinch",0,1
"piraeus",0,8
"pirithousglori",0,1
"pisistratus",0,26
"pit",0,3
"pitcher",0,1
"piteous",0,8
"pitiabl",0,2
"pitiless",0,2
"placeand",0,1
"plancta",0,2
"platform",0,1
"platter",0,1
"pleasant",0,3
"plemmirio",0,1
"plot",0,20
"pluck",0,2
"pluperfect",0,1
"pocket",0,1
"poetess",0,1
"poetessfor",0,1
"poetor",0,1
"poia",0,1
"polic",0,1
"polycast",0,1
"polydamna",0,1
"polyneus",0,1
"polypemon",0,1
"polypheid",0,2
"polythers",0,1
"pomegran",0,2
"ponteus",0,1
"ponton",0,5
"pool",0,2
"poorer",0,1
"poorest",0,1
"pork",0,4
"portend",0,1
"poseidon",0,2
"potter",0,1
"pounc",0,1
"powder",0,1
"prate",0,1
"preach",0,2
"precinct",0,5
"precipicesdo",0,1
"predorian",0,1
"prefix",0,1
"prehistor",0,1
"prematur",0,1
"premis",0,1
"preodyssean",0,1
"pressur",0,1
"presumpt",0,1
"pretenc",0,2
"prevar",0,2
"priceless",0,1
"prick",0,1
"procri",0,1
"prong",0,1
"propertyand",0,1
"proreus",0,1
"proteus",0,3
"prow",0,1
"prymneus",0,1
"psyra",0,1
"pulley",0,1
"puppi",0,2
"purpleveri",0,1
"purs",0,1
"push",0,1
"puzzl",0,9
"pyriphlegethon",0,1
"quail",0,2
"quak",0,4
"quarrelth",0,1
"quarterogr",0,1
"quest",0,4
"questionwhat",0,1
"quicken",0,1
"quicklet",0,1
"quiverh",0,1
"quotat",0,1
"racecours",0,1
"raft",0,22
"raid",0,4
"raiment",0,9
"raisin",0,1
"ramp",0,1
"ranger",0,1
"rankl",0,1
"rarest",0,1
"rascal",0,3
"raven",0,5
"raw",0,5
"readgreek",0,1
"readili",0,3
"realli",0,18
"rearrang",0,1
"reconnoitr",0,4
"recoup",0,1
"redoubt",0,6
"redound",0,1
"reduct",0,1
"refit",0,1
"regardeth",0,1
"reli",0,1
"remind",0,6
"replenish",0,1
"reprint",0,2
"resin",0,1
"resourc",0,1
"revengeif",0,1
"reverber",0,1
"rhadamanthus",0,2
"rheithron",0,1
"rhexenor",0,2
"ribald",0,1
"rig",0,1
"rigor",0,1
"rime",0,1
"ringlead",0,2
"riot",0,1
"rip",0,3
"rippl",0,1
"risen",0,3
"riverhood",0,1
"robertson",0,3
"roofbeam",0,1
"rosyfing",0,21
"rot",0,3
"roundor",0,1
"rover",0,2
"rower",0,1
"rub",0,2
"ruccazzu",0,2
"rudder",0,8
"rue",0,3
"runner",0,3
"sackfor",0,1
"safeguard",0,1
"salinasa",0,1
"salinasth",0,1
"salmoneus",0,1
"salon",0,1
"samewarrior",0,1
"sarcasticmean",0,1
"sardinia",0,1
"sardinian",0,1
"satur",0,2
"sawn",0,2
"sayand",0,4
"scabbard",0,1
"scamper",0,2
"scan",0,3
"scandalis",0,1
"scar",0,11
"sceptrebear",0,1
"schemer",0,1
"scheria",0,9
"scholasticis",0,1
"scion",0,1
"scold",0,11
"scoundrel",0,3
"scowl",0,4
"scrap",0,1
"scroll",0,1
"scrub",0,1
"scrupl",0,1
"scrupul",0,1
"scylla",0,22
"scyth",0,1
"seacrow",0,1
"seafar",0,3
"seagul",0,5
"seahors",0,1
"seak",0,1
"sealshalosydn",0,1
"seamean",0,1
"seanymph",0,1
"seaon",0,1
"seasid",0,1
"seatear",0,1
"seaward",0,1
"secondr",0,1
"seeand",0,1
"seentheseus",0,1
"seeth",0,3
"selv",0,1
"shabbi",0,5
"shadiest",0,1
"shadowgiv",0,1
"shallow",0,2
"shambl",0,1
"shamefac",0,3
"sharpen",0,4
"sharpli",0,1
"shave",0,1
"sheepeven",0,1
"sheepskin",0,4
"sheepsteal",0,2
"shegoat",0,1
"shew",0,5
"shi",0,2
"shifti",0,2
"shingl",0,1
"shipa",0,1
"shipboard",0,1
"shipnot",0,1
"shipwhich",0,1
"shirk",0,1
"shirt",0,43
"shirtprob",0,1
"shod",0,1
"shoe",0,1
"shoo",0,2
"shorten",0,1
"shouldernot",0,1
"shouldto",0,1
"shovel",0,4
"shrewd",0,2
"shrift",0,3
"shuttlecock",0,1
"sican",0,2
"sicania",0,1
"sicel",0,5
"sician",0,1
"sicili",0,13
"sicilian",0,2
"sicken",0,1
"sidea",0,1
"sideway",0,1
"sidewind",0,1
"sidonia",0,1
"signor",0,1
"silli",0,3
"silverstud",0,1
"simplemind",0,1
"simpleton",0,2
"simpli",0,3
"simultan",0,1
"singlehand",0,3
"singlehandedi",0,1
"sintian",0,1
"siren",0,13
"skewer",0,3
"skina",0,1
"skyveri",0,1
"slacken",0,1
"slaughteryou",0,1
"slaveri",0,1
"slayer",0,2
"sleeppenelop",0,1
"sleev",0,1
"slice",0,1
"slid",0,1
"slip",0,4
"slot",0,1
"slung",0,2
"slut",0,2
"smartest",0,1
"smartlook",0,1
"smash",0,1
"smear",0,1
"smell",0,7
"smirch",0,2
"smith",0,2
"smithi",0,2
"smyth",0,1
"snap",0,2
"snare",0,3
"sneez",0,2
"socket",0,2
"solitud",0,1
"solv",0,1
"solymi",0,1
"somebodi",0,5
"someon",0,1
"somethinga",0,1
"somethingeven",0,1
"somewher",0,8
"songand",0,1
"soni",0,1
"soninlaw",0,4
"sonza",0,1
"soonest",0,1
"soot",0,3
"soothsay",0,1
"sorri",0,16
"sothat",0,1
"spat",0,1
"spearstand",0,1
"speechless",0,3
"spell",0,2
"spellproof",0,1
"spit",0,15
"spite",0,25
"split",0,2
"spoileven",0,1
"sporteven",0,1
"sportsmenwho",0,1
"sprawl",0,1
"spray",0,4
"spung",0,2
"squalid",0,1
"squall",0,2
"squalli",0,1
"squat",0,1
"squeal",0,4
"sta",0,1
"stabl",0,2
"staid",0,11
"stair",0,1
"staircas",0,3
"stale",0,1
"stallion",0,1
"stalwart",0,1
"starv",0,7
"steak",0,1
"steersman",0,1
"steersmen",0,2
"stench",0,1
"stint",0,1
"stitch",0,3
"stockman",0,15
"stockth",0,1
"stomach",0,1
"stool",0,5
"stoolpenelop",0,1
"storeroom",0,8
"stormwind",0,1
"storymeanwhil",0,1
"storyth",0,1
"stout",0,5
"stouter",0,2
"stoutest",0,1
"stow",0,5
"straighten",0,1
"straighter",0,1
"straightforward",0,1
"strainer",0,1
"stratius",0,2
"straw",0,2
"streatham",0,1
"stress",0,1
"stricken",0,1
"striven",0,1
"stromboli",0,1
"stronghold",0,1
"stuff",0,1
"stump",0,1
"stye",0,4
"styxand",0,1
"subscript",0,1
"subtletyif",0,1
"sucker",0,2
"suckl",0,1
"suffereth",0,1
"suitorstelemachus",0,1
"suitorsth",0,2
"sunder",0,1
"sundown",0,4
"sundri",0,1
"sungod",0,11
"sungodseven",0,1
"sunium",0,1
"sunlight",0,2
"sunris",0,4
"sunset",0,2
"superhuman",0,1
"supersed",0,1
"supplement",0,1
"surf",0,3
"surfbeaten",0,1
"survivor",0,1
"suspici",0,3
"swagger",0,3
"sweetheart",0,2
"swill",0,1
"swindler",0,1
"swineherd",0,60
"swollen",0,1
"swoop",0,4
"swordfish",0,1
"syra",0,3
"syracus",0,7
"tackl",0,1
"tag",0,1
"takethat",0,1
"talisman",0,1
"taller",0,8
"talli",0,1
"tambour",0,2
"tambourfram",0,1
"tantalus",0,1
"taormina",0,1
"tapestri",0,2
"taphian",0,6
"tauromenium",0,1
"taygetus",0,2
"tecton",0,1
"teiresia",0,17
"telemachuss",0,10
"telemus",0,1
"telephus",0,1
"telepylo",0,1
"temesa",0,2
"templesyou",0,1
"tens",0,1
"terpesh",0,1
"terrorstruck",0,1
"tesoro",0,1
"teubner",0,1
"thaw",0,1
"themand",0,2
"themcom",0,1
"themfor",0,1
"themgift",0,1
"themnev",0,1
"themnow",0,1
"thenfor",0,1
"theoclymenus",0,12
"thereaft",0,2
"thereajax",0,1
"thereforeand",0,2
"therein",0,1
"thereof",0,1
"thereon",0,11
"therewith",0,1
"thesprotian",0,9
"theyd",0,1
"theyfor",0,1
"thievish",0,1
"thinyou",0,1
"thisand",0,1
"thissh",0,1
"thistledown",0,1
"tholepin",0,2
"thon",0,1
"thonghol",0,1
"thoosa",0,1
"thorn",0,2
"thorough",0,6
"thoughton",0,1
"thrash",0,1
"thriceplough",0,1
"thrifti",0,1
"thrinacian",0,5
"thrush",0,1
"thusand",0,1
"tidal",0,1
"tidi",0,1
"tidili",0,1
"tight",0,6
"tighter",0,2
"tillag",0,1
"timefor",0,1
"timego",0,1
"timid",0,1
"tinsley",0,2
"tipto",0,1
"tithonusharbing",0,1
"tityus",0,2
"toast",0,1
"toe",0,1
"toll",0,1
"tomorrowth",0,1
"tool",0,1
"toono",0,1
"tooth",0,1
"toothat",0,1
"tope",0,1
"topograph",0,1
"torchlight",0,3
"toro",0,1
"tour",0,1
"tournament",0,2
"townspeopl",0,1
"toyou",0,1
"trader",0,4
"tramp",0,20
"transpos",0,1
"trapanes",0,1
